target_video_path,video,min_diff,min_target_frame,min_other_frame,max_diff,range,avg_diff,percent_close_under_8,comparison_seconds
scottkress_halloween_dl.mp4,ashley_korea_dl.mp4,18,1489,5,30,12,25.394041596402474,0.0,0.060529
scottkress_halloween_dl.mp4,ashley_namimatcha12_19_dl.mp4,18,90,0,32,14,24.766722878021362,0.0,0.049616
scottkress_halloween_dl.mp4,ashley_newnamimatcha_dl.mp4,18,149,59,26,8,22.905002810567733,0.0,0.44122
scottkress_halloween_dl.mp4,ashley_source_dl.mp4,18,54,53,28,10,23.792017987633503,0.0,0.202909
scottkress_halloween_dl.mp4,colecharisma_husbandcarry_dl.mp4,18,611,10,32,14,26.23946037099494,0.0,0.063236
scottkress_halloween_dl.mp4,colecharisma_oldnavy_dl.mp4,18,53,15,28,10,23.2681281618887,0.0,0.103663
scottkress_halloween_dl.mp4,colecharisma_pool_dl.mp4,18,769,22,30,12,23.886453063518832,0.0,0.134624
scottkress_halloween_dl.mp4,colecharisma_stouffers_dl.mp4,18,149,13,30,12,25.05902192242833,0.0,0.215282
scottkress_halloween_dl.mp4,ashley_innisfree_ig.mp4,18,3,8,26,8,22.8274311410905,0.0,0.171014
scottkress_halloween_dl.mp4,ashley_source_ig.mp4,18,322,3,26,8,22.86565486228218,0.0,0.208241
scottkress_halloween_dl.mp4,christxiee_hourglass_ig.mp4,18,77,21,26,8,22.60033726812816,0.0,0.260296
scottkress_halloween_dl.mp4,colecharisma_easterseals_ig.mp4,18,515,11,28,10,23.044406970207984,0.0,0.171428
scottkress_halloween_dl.mp4,colecharisma_source_ig.mp4,18,764,52,28,10,22.43620011242271,0.0,0.24476
scottkress_halloween_dl.mp4,nyadollie_murad_ig.mp4,18,4,9,28,10,24.49353569421023,0.0,0.112085
scottkress_halloween_dl.mp4,nyadollie_nyxcosmetics_ig.mp4,18,791,19,30,12,24.930860033726812,0.0,0.112118
scottkress_halloween_dl.mp4,nyadollie_tutorial10_18_ig.mp4,18,636,40,28,10,24.134907251264757,0.0,0.161196
scottkress_halloween_dl.mp4,nyadollie_tutorial11_11_ig.mp4,18,343,15,28,10,24.83754918493536,0.0,0.109601
scottkress_halloween_dl.mp4,scottkress_roblox_ig.mp4,18,510,7,28,10,23.477234401349072,0.0,0.190242
scottkress_halloween_dl.mp4,scottkress_source_ig.mp4,18,77,42,28,10,23.425519955030918,0.0,0.193667
scottkress_halloween_dl.mp4,scottkress_wittiest_ig.mp4,18,3,14,32,14,25.44238336143901,0.0,0.079192
scottkress_halloween_dl.mp4,techtoday_galaxys26_02_26_ig.mp4,18,288,87,26,8,22.207982012366497,0.0,0.486541
scottkress_halloween_dl.mp4,techtoday_oppacat_ig.mp4,18,53,2,30,12,24.707138842046092,0.0,0.067063
scottkress_halloween_dl.mp4,techtoday_vivov70_ig.mp4,18,16,150,26,8,21.839235525576168,0.0,0.649081
scottkress_halloween_dl.mp4,ashley_korea_yt.mp4,18,478,4,32,14,26.2911748173131,0.0,0.048534
scottkress_halloween_dl.mp4,colecharisma_husbandcarry_yt.mp4,18,611,11,32,14,26.82855536818437,0.0,0.063378
scottkress_halloween_dl.mp4,colecharisma_pool_yt.mp4,18,461,2,32,14,24.980326025857224,0.0,0.136894
scottkress_halloween_dl.mp4,nyadollie_newnars_yt.mp4,18,151,24,28,10,23.344575604272062,0.0,0.151754
scottkress_halloween_dl.mp4,nyadollie_nyxcosmetics_yt.mp4,18,669,13,30,12,24.618324901630128,0.0,0.119658
scottkress_halloween_dl.mp4,scottkress_wheelgame_yt.mp4,18,60,52,28,10,22.666666666666668,0.0,0.464794
scottkress_halloween_dl.mp4,scottkress_wittiest_yt.mp4,18,344,16,32,14,24.76222596964587,0.0,0.078056
scottkress_halloween_dl.mp4,techtoday_freeram_yt.mp4,18,354,23,30,12,23.815626756604836,0.0,0.133601
scottkress_halloween_dl.mp4,techtoday_galaxys26_02_26_yt.mp4,18,903,23,28,10,24.109050028105678,0.0,0.482465
scottkress_halloween_dl.mp4,colecharisma_drivingtrend_ig.mp4,20,50,0,32,12,25.288364249578414,0.0,0.055541
scottkress_halloween_dl.mp4,colecharisma_oldnavy_yt.mp4,20,476,10,30,10,25.28274311410905,0.0,0.108091
scottkress_halloween_dl.mp4,techtoday_oppocloud_yt.mp4,20,749,6,32,12,25.614390106801572,0.0,0.068092
scottkress_halloween_dl.mp4,ashley_homemadematcha_dl.mp4,22,328,1,34,12,28.00112422709387,0.0,0.062279
scottkress_halloween_dl.mp4,ashley_korea_ig.mp4,22,138,11,32,10,27.376053962900507,0.0,0.049539
scottkress_halloween_dl.mp4,colecharisma_drivingtrend_yt.mp4,22,0,1,32,10,26.47105115233277,0.0,0.052532
scottkress_halloween_dl.mp4,scottkress_roasting_ig.mp4,24,151,32,38,14,31.845980888139405,0.0,0.135111
