video,frame,phash,processing_seconds
ashley_source_dl.mp4,47,97ef3878a1a0a4e3,1.697
ashley_source_dl.mp4,48,81754c8a93b7d5cc,1.697
ashley_source_dl.mp4,49,b2dbbd94d0f041c5,1.697
ashley_source_dl.mp4,50,92ea3eb3b4d6d0c0,1.697
ashley_source_dl.mp4,51,94e97ef3b86aa0a0,1.697
ashley_source_dl.mp4,52,97e13ae3a18e8786,1.697
ashley_source_dl.mp4,53,c5ea0a203f2f34fa,1.697
ashley_source_dl.mp4,54,9a0751c295be3e74,1.697
colecharisma_drivingtrend_dl.mp4,0,bfeb60c1e815e8a4,0.456
colecharisma_drivingtrend_dl.mp4,1,bfa920c1e854caf6,0.456
colecharisma_drivingtrend_dl.mp4,2,aefa60c2f64ba2a8,0.456
colecharisma_drivingtrend_dl.mp4,3,ad29d2e6e2d2e690,0.456
colecharisma_drivingtrend_dl.mp4,4,cca4a3b3f946514e,0.456
colecharisma_drivingtrend_dl.mp4,5,848ca5f3915d5b8e,0.456
colecharisma_drivingtrend_dl.mp4,6,a4a4cb73f1ccc1b1,0.456
colecharisma_drivingtrend_dl.mp4,7,84a4eb73c159c7b1,0.456
colecharisma_drivingtrend_dl.mp4,8,84a4eb33c5d95587,0.456
colecharisma_drivingtrend_dl.mp4,9,84a4eb33c5cb3987,0.456
colecharisma_drivingtrend_dl.mp4,10,84a4ebe319c9f1b1,0.456
colecharisma_drivingtrend_dl.mp4,11,a4a4eaf3c5595187,0.456
colecharisma_drivingtrend_dl.mp4,12,84ace373d15955c6,0.456
colecharisma_drivingtrend_dl.mp4,13,84aceb73d0595587,0.456
colecharisma_husbandcarry_dl.mp4,0,8d9aa7666751a23c,0.409
colecharisma_husbandcarry_dl.mp4,1,8d9ab76667498a34,0.409
colecharisma_husbandcarry_dl.mp4,2,8d9aa7666749a235,0.409
colecharisma_husbandcarry_dl.mp4,3,8d98a6666b4bab34,0.409
colecharisma_husbandcarry_dl.mp4,4,c9d83776e2e3422c,0.409
colecharisma_husbandcarry_dl.mp4,5,a2b45ac8fdec850e,0.409
colecharisma_husbandcarry_dl.mp4,6,a6d31927666463e5,0.409
colecharisma_husbandcarry_dl.mp4,7,89d023b647656b3d,0.409
colecharisma_husbandcarry_dl.mp4,8,89d823e64f4f62b4,0.409
colecharisma_husbandcarry_dl.mp4,9,cd98a366674b513c,0.409
colecharisma_husbandcarry_dl.mp4,10,cd98b366654bd03c,0.409
colecharisma_husbandcarry_dl.mp4,11,c995a666694b535c,0.409
colecharisma_husbandcarry_dl.mp4,12,d995a626e9eb6228,0.409
colecharisma_husbandcarry_dl.mp4,13,a19caae55763623c,0.409
colecharisma_husbandcarry_dl.mp4,14,ac9cab656662cd19,0.409
colecharisma_husbandcarry_dl.mp4,15,8d992264566b4d7e,0.409
colecharisma_husbandcarry_dl.mp4,16,899926655b6b663c,0.409
colecharisma_mgm_dl.mp4,0,99ab46a669d5295a,1.245
colecharisma_mgm_dl.mp4,1,99b746baa94d1325,1.245
colecharisma_mgm_dl.mp4,2,8db463abad4d5126,1.245
colecharisma_mgm_dl.mp4,3,eebcc5d9421c8738,1.245
colecharisma_mgm_dl.mp4,4,f4a6adcb4b4b8434,1.245
colecharisma_mgm_dl.mp4,5,c69dcf82ad96a02b,1.245
colecharisma_mgm_dl.mp4,6,e29803879eaacebc,1.245
colecharisma_mgm_dl.mp4,7,afd4636c342a8795,1.245
colecharisma_mgm_dl.mp4,8,e8d56b3830229fb5,1.245
colecharisma_mgm_dl.mp4,9,fbcca18a1a6d68c3,1.245
colecharisma_mgm_dl.mp4,10,faeca08a1c6f6893,1.245
colecharisma_mgm_dl.mp4,11,8c4563cfa64a9a3e,1.245
colecharisma_mgm_dl.mp4,12,a35356e49165ed1a,1.245
colecharisma_mgm_dl.mp4,13,af2e00403f3f9fc1,1.245
colecharisma_mgm_dl.mp4,14,a749e29b6d2f44c2,1.245
colecharisma_mgm_dl.mp4,15,a45fdb07d231413e,1.245
colecharisma_mgm_dl.mp4,16,e80287057d1e8f7b,1.245
colecharisma_mgm_dl.mp4,17,a577179769298946,1.245
colecharisma_mgm_dl.mp4,18,a57743c3616d80f6,1.245
colecharisma_mgm_dl.mp4,19,99d66cc936604eb3,1.245
colecharisma_mgm_dl.mp4,20,a8551763e87a9798,1.245
colecharisma_mgm_dl.mp4,21,ac5711e8eb179c8a,1.245
colecharisma_mgm_dl.mp4,22,935a6c65d592926e,1.245
colecharisma_mgm_dl.mp4,23,995926665c99d5aa,1.245
colecharisma_mgm_dl.mp4,24,d81726f037c97136,1.245
colecharisma_mgm_dl.mp4,25,879762cc0db3176c,1.245
colecharisma_mgm_dl.mp4,26,d4d4a6971527570b,1.245
colecharisma_mgm_dl.mp4,27,daf55c432f399680,1.245
colecharisma_mgm_dl.mp4,28,98f7dc50462177a6,1.245
colecharisma_mgm_dl.mp4,29,ca352ac61dd21d7c,1.245
colecharisma_mgm_dl.mp4,30,af16d04c624f7d4a,1.245
colecharisma_mgm_dl.mp4,31,d22add19d5e61cc8,1.245
colecharisma_mgm_dl.mp4,32,ca56752f124a9976,1.245
colecharisma_mgm_dl.mp4,33,93b4254234173f7b,1.245
colecharisma_mgm_dl.mp4,34,9773a0234a32733f,1.245
colecharisma_mgm_dl.mp4,35,9adad445a933361e,1.245
colecharisma_mgm_dl.mp4,36,ecfc93836c88193e,1.245
colecharisma_mgm_dl.mp4,37,ecfc93826c88517e,1.245
colecharisma_oldnavy_dl.mp4,0,f39d4ec1b42513b4,0.903
colecharisma_oldnavy_dl.mp4,1,f39c40e596a5713c,0.903
colecharisma_oldnavy_dl.mp4,2,fb884ce5b604f1b4,0.903
colecharisma_oldnavy_dl.mp4,3,fb994ae4943531b4,0.903
colecharisma_oldnavy_dl.mp4,4,f31d14d3ae293386,0.903
colecharisma_oldnavy_dl.mp4,5,a27e2b4ade8a7a0a,0.903
colecharisma_oldnavy_dl.mp4,6,a36f2bd08aa22c3f,0.903
colecharisma_oldnavy_dl.mp4,7,ab7a873d9511159a,0.903
colecharisma_oldnavy_dl.mp4,8,fb3891e2333cf4a0,0.903
colecharisma_oldnavy_dl.mp4,9,d1aa5d1b3d3871e0,0.903
colecharisma_oldnavy_dl.mp4,10,ffc03f01e7e6001d,0.903
colecharisma_oldnavy_dl.mp4,11,ea3d06e8b50eb9b0,0.903
colecharisma_oldnavy_dl.mp4,12,beb18669b09ec926,0.903
colecharisma_oldnavy_dl.mp4,13,ad100ef3e4bd9364,0.903
colecharisma_oldnavy_dl.mp4,14,e946158972a5b66b,0.903
colecharisma_oldnavy_dl.mp4,15,ff380ecab08f9862,0.903
colecharisma_oldnavy_dl.mp4,16,b9b466b1884ab3b6,0.903
colecharisma_oldnavy_dl.mp4,17,bc0f22a1deae2873,0.903
colecharisma_oldnavy_dl.mp4,18,90d38e2629c7d6ad,0.903
colecharisma_oldnavy_dl.mp4,19,bcf18a0461cf9cad,0.903
colecharisma_oldnavy_dl.mp4,20,b0d18e0f29f4d2ad,0.903
colecharisma_oldnavy_dl.mp4,21,91cec19e3c5aada4,0.903
colecharisma_oldnavy_dl.mp4,22,92ccc19e2d5ebba0,0.903
colecharisma_oldnavy_dl.mp4,23,ba804f4533b1e8fa,0.903
colecharisma_oldnavy_dl.mp4,24,ba814f5633b1e9c1,0.903
colecharisma_oldnavy_dl.mp4,25,b2814f5737b1e9c0,0.903
colecharisma_oldnavy_dl.mp4,26,ba914f0733b1a9aa,0.903
colecharisma_oldnavy_dl.mp4,27,be9e4a41a533dac4,0.903
colecharisma_pool_dl.mp4,0,ab35857a78cd8515,1.14
