video,block,fingerprint,processing_seconds
colecharisma_stouffers_dl.mp4,7,"-425.009430,154.431442,-21.632950,31.217993,1.247186,6.338321,-1.707883,-7.891428,2.662836,-5.833864,-7.586656,-2.175457,-0.864839,-1.992649,-0.229959,-0.843692,-4.543382,0.773112,8.222429,2.679653",0.385
colecharisma_stouffers_dl.mp4,8,"-326.030426,152.881149,-17.335352,10.997241,8.481952,-5.354415,-25.330732,-11.116955,-1.394071,-16.735693,-1.699071,1.719943,-0.287363,4.506436,9.080927,13.578902,6.461573,7.695228,-1.144002,-12.608978",0.385
colecharisma_stouffers_dl.mp4,9,"-319.117065,167.228882,-30.029926,24.061617,-12.442454,21.374258,-30.032190,-7.639301,-3.553053,-28.954332,7.662790,4.423043,-5.657487,-2.953219,2.251328,3.765487,7.202615,7.566029,-0.444706,-4.311327",0.385
colecharisma_stouffers_dl.mp4,10,"-332.088745,163.693726,-54.282402,38.536774,14.180777,32.932716,-31.737408,-16.502085,1.645231,-16.871490,7.702680,-3.139572,-3.562441,-4.993991,-3.138149,4.305483,-1.205907,1.071956,4.430574,1.939352",0.385
colecharisma_stouffers_dl.mp4,11,"-346.297546,127.555115,-46.311047,29.168598,0.757361,9.744709,-30.428925,-16.422695,0.989688,-11.368052,5.720436,-6.876666,-5.697981,1.952182,-4.583058,2.210553,-2.327206,0.759513,6.663163,4.594123",0.385
colecharisma_stouffers_dl.mp4,12,"-520.471191,156.438919,-61.033463,45.028419,-22.665531,-5.916952,-11.790051,-7.634133,-15.730501,-3.691190,-7.417697,-7.052843,-13.614100,-7.980937,-6.107055,-5.149137,-5.104356,-5.578181,0.248313,-5.341702",0.385
colecharisma_stouffers_dl.mp4,13,"-521.033508,123.751762,-53.904690,49.085388,-41.587585,6.085348,-24.027748,-5.447517,-18.953136,-0.523808,-7.218255,-10.031538,-11.161940,-5.780258,-6.173059,-11.006231,-9.443129,-0.486554,9.584034,2.161615",0.385
colecharisma_stouffers_dl.mp4,14,"-498.840881,118.077888,-34.561783,43.766693,-44.678688,14.708656,-31.944185,6.332715,-27.075363,8.499693,-13.454103,-7.691633,-15.276233,-3.636161,-5.284971,-9.371972,-3.798799,-0.842879,7.462153,-2.431219",0.385
colecharisma_stouffers_dl.mp4,15,"-351.049591,142.045807,-11.635467,53.638752,-22.016514,27.848358,-15.586166,18.576946,-13.889208,10.626225,-6.685058,3.945943,-1.194311,6.864918,1.515759,2.771928,6.133533,1.326208,5.708742,-4.487562",0.385
colecharisma_stouffers_dl.mp4,16,"-360.095245,139.251862,3.529957,48.634441,-12.794183,18.124695,-6.126322,10.569829,-0.960931,3.111434,-3.594065,1.927424,3.954911,7.347092,-0.853245,1.458591,5.411759,1.275825,1.935255,-3.336615",0.385
colecharisma_stouffers_dl.mp4,17,"-329.529388,160.776962,-0.463906,30.050203,5.466893,25.617918,-15.636651,1.564869,-1.300097,4.483034,3.176751,2.668255,-7.405187,1.856731,4.041716,-1.920502,2.929201,-2.962259,4.122805,-2.650551",0.385
colecharisma_stouffers_dl.mp4,18,"-348.458221,147.880539,7.506343,34.762833,1.136340,23.618229,5.394460,7.252802,1.553106,12.276775,5.048512,5.031570,2.837109,5.470022,0.562703,-1.822659,6.737000,3.498239,6.368176,0.821861",0.385
colecharisma_stouffers_dl.mp4,19,"-293.456329,162.507172,0.285242,26.782415,-4.771684,30.513411,-12.403293,12.271752,-3.906464,5.739495,3.155874,3.632045,0.104556,1.203973,0.820908,-3.693188,1.731740,-2.387844,3.758427,-2.692303",0.385
colecharisma_stouffers_dl.mp4,20,"-307.189667,191.696777,13.700100,16.578604,7.752964,1.565119,-9.626851,19.459984,8.980122,6.788624,1.146439,5.293205,5.846024,2.040585,-3.996283,-1.390507,3.835503,-0.215407,6.441288,-5.989749",0.385
colecharisma_stouffers_dl.mp4,21,"-325.794861,176.524353,5.714639,30.885937,5.305357,24.480707,-16.904249,6.138813,-1.670357,7.359920,8.373731,1.646398,-1.287757,1.741303,3.494267,-2.344376,4.660105,1.579919,4.093248,-7.200300",0.385
colecharisma_stouffers_dl.mp4,22,"-323.508331,168.083115,-5.646056,29.428661,-2.449513,32.943607,-10.803484,12.016945,3.799940,6.576056,-7.390643,8.840233,-1.055112,0.652124,-1.905425,-1.583366,6.810524,-2.772377,7.394695,-5.518682",0.385
colecharisma_stouffers_dl.mp4,23,"-357.937469,155.949844,-4.115368,36.477451,-10.651034,31.658924,0.514383,20.496672,-3.006342,15.641172,-3.642987,8.335178,1.851039,1.820055,-4.252448,-1.895460,5.833066,-2.876235,5.859984,-2.436303",0.385
colecharisma_stouffers_dl.mp4,24,"-273.604492,172.106445,2.285657,4.939774,-15.224612,23.761021,-9.165937,6.564677,0.302847,11.098595,1.093192,7.493445,-2.939023,3.047424,1.431227,-3.125252,1.759539,-3.268900,-0.135034,-5.399559",0.385
colecharisma_stouffers_dl.mp4,25,"-278.603119,164.559723,7.719398,29.643330,1.066593,25.085575,-19.718922,3.941958,-0.445014,-5.508313,-2.209704,-4.220355,-12.120158,2.762682,1.050328,-4.211523,0.631165,-0.924107,3.656360,-9.922301",0.385
colecharisma_stouffers_dl.mp4,26,"-372.704285,153.775604,22.171150,32.355072,1.146780,23.676342,1.276582,8.608090,5.663250,7.336570,0.327568,3.303160,-1.725795,1.073031,-2.252913,0.391618,7.584663,2.004873,0.832344,-4.704783",0.385
colecharisma_stouffers_dl.mp4,27,"-363.613007,160.165329,13.888559,27.937168,1.174547,20.920834,7.084760,11.832954,6.709621,4.587861,0.792292,6.252604,5.373190,2.803152,-2.076569,-2.418314,4.092820,2.529044,1.608435,-1.081168",0.385
colecharisma_stouffers_dl.mp4,28,"-254.649445,180.938324,-8.504255,14.851780,1.116415,20.330214,-15.285873,2.219491,10.569335,-10.598202,-10.298869,14.578012,4.791354,-0.999726,-3.819139,0.389631,8.058137,-4.245158,0.331464,-8.187621",0.385
colecharisma_stouffers_dl.mp4,29,"-313.622131,182.872437,12.601450,41.092937,14.484607,27.131689,-12.341504,6.156658,16.516909,-3.534276,-4.550460,11.418453,-7.508083,-0.709732,2.362327,-2.190611,2.680988,-2.733891,10.498331,-2.430050",0.385
colecharisma_stouffers_dl.mp4,30,"-312.884033,192.433304,21.699821,32.442204,-7.862984,33.117405,0.608852,11.902163,7.081577,-4.166858,-0.471016,2.830419,5.373199,5.047492,-3.004577,-0.082027,6.394756,1.608392,0.386017,-4.417887",0.385
colecharisma_stouffers_dl.mp4,31,"-273.657043,181.686600,24.563606,28.023222,7.328211,9.994972,-15.282245,6.471879,6.801136,-3.539832,10.021441,8.801092,-3.410662,7.461837,3.572745,-2.779094,4.741439,8.292571,-0.572392,-10.183956",0.385
colecharisma_stouffers_dl.mp4,32,"-277.506653,167.663452,10.255246,49.513008,10.146460,21.749804,-6.449770,10.528375,11.581725,8.918293,-0.563675,-0.255751,-2.571285,10.140785,5.732207,-6.327576,6.545605,8.136187,1.166992,-7.104217",0.385
colecharisma_stouffers_dl.mp4,33,"-310.575195,172.119125,23.066536,28.511303,-4.304469,29.767841,-12.988566,9.530564,5.620677,15.831498,1.344607,1.093237,7.340436,0.740636,-1.893251,0.164703,9.364175,1.597354,-0.948443,-2.568786",0.385
colecharisma_stouffers_dl.mp4,34,"-295.258148,147.538269,1.987740,27.304193,-1.689968,39.873356,2.270343,5.824539,-3.837942,12.039783,-4.703946,11.222758,-3.671685,-5.023262,1.637035,0.657378,5.288970,-4.805258,7.700212,-2.114897",0.385
colecharisma_stouffers_dl.mp4,35,"-286.901154,178.649017,4.120032,18.991373,3.376926,19.608730,-0.164124,8.531673,7.197316,0.903118,-7.012120,9.601922,2.179671,-5.800305,-1.417690,2.670694,3.210949,-9.211616,6.215620,0.520270",0.385
colecharisma_stouffers_dl.mp4,36,"-273.790894,177.918930,-0.567326,15.344053,-2.873450,12.585544,-7.742297,6.074602,1.746980,-7.894378,0.084464,5.600329,-5.407954,1.669926,5.369202,0.280100,-1.616118,-4.403615,3.851549,-5.194585",0.385
colecharisma_stouffers_dl.mp4,37,"-296.970947,171.538574,-5.350252,24.190250,-4.443937,25.920057,-1.372732,5.915727,5.721875,-1.831433,-6.503165,4.411633,2.311219,1.778752,-3.701935,-4.813190,3.160537,1.987918,4.364393,-1.250298",0.385
colecharisma_stouffers_dl.mp4,38,"-285.713043,180.576172,3.925357,20.280584,-6.894604,21.249447,-8.471906,-0.291705,10.294552,-0.512443,-0.779250,2.420029,-0.630122,1.814580,-0.784355,-3.944844,-2.189371,-0.668553,5.554947,-2.885763",0.385
colecharisma_stouffers_dl.mp4,39,"-300.395813,139.626724,1.586633,35.178299,4.038386,16.873762,-6.855662,3.913303,8.952929,-1.097847,4.768693,5.169029,-7.215457,0.684918,2.075168,-1.064834,1.293937,0.092165,5.970516,-5.002133",0.385
colecharisma_stouffers_dl.mp4,40,"-288.351532,163.776794,-11.962325,16.987959,-4.122228,13.048058,-4.825590,10.735311,-2.003411,-2.556442,2.319077,9.530007,-3.534297,-0.382449,-0.565624,-4.740027,0.551624,-2.172832,-2.314172,-12.107458",0.385
colecharisma_stouffers_dl.mp4,41,"-340.566895,149.696304,6.471495,30.185421,7.648663,15.902453,-7.668898,8.289673,3.735816,2.009166,-1.350039,-1.546111,-5.469275,1.066723,-5.711367,-7.190266,2.791512,0.997524,1.233224,-8.030883",0.385
colecharisma_stouffers_dl.mp4,42,"-274.423798,138.644714,-4.243501,25.676907,-6.359689,25.195391,-18.344843,-1.638358,-5.372103,3.764363,3.500648,2.096881,1.596330,1.231377,-7.608375,-0.229827,5.577453,-0.978194,-2.501919,-5.695870",0.385
colecharisma_stouffers_dl.mp4,43,"-260.032898,131.564011,-18.132401,46.557037,3.418577,33.082466,-19.337877,1.874964,12.867510,-4.906810,-9.638935,4.990650,-5.343869,-1.901453,-7.721124,-8.660758,0.322214,-2.331265,10.274113,-5.965894",0.385
colecharisma_stouffers_dl.mp4,44,"-267.949921,154.622177,-10.648811,13.784760,-7.572063,12.823823,-19.488861,1.470095,4.484689,1.757731,-1.790760,6.337639,1.442669,4.378389,-2.363211,0.454418,4.812336,-1.626629,1.856507,-6.038702",0.385
colecharisma_stouffers_dl.mp4,45,"-310.353638,143.691391,11.726447,22.958355,-18.005304,11.720222,-9.986351,2.114684,-6.902675,11.967798,1.825919,4.002552,-0.240292,5.374129,0.022373,-3.803572,1.092961,4.104071,4.936218,-6.094203",0.385
colecharisma_stouffers_dl.mp4,46,"-327.601288,163.289215,3.307674,23.734798,6.090400,15.473172,-13.292977,-1.945024,7.241260,7.605397,1.277510,-6.637074,3.189124,4.617810,-6.067222,-8.549564,0.897586,5.368390,0.847458,-4.931562",0.385
colecharisma_stouffers_dl.mp4,47,"-270.631226,159.975372,-11.291420,34.601593,5.238206,39.435806,-20.275366,-1.719588,8.072999,2.957965,-9.068502,13.897149,-10.693064,-9.261702,-3.487149,-3.484227,1.441489,-7.678622,9.623131,-4.501715",0.385
colecharisma_stouffers_dl.mp4,48,"-268.972687,176.835541,-25.756233,37.501820,-2.501075,33.842175,-19.200914,4.900083,1.318239,-0.164390,-10.204553,10.715878,-0.956810,-0.475535,-4.587646,-2.432606,9.795781,-6.208843,7.558117,-6.934382",0.385
colecharisma_stouffers_dl.mp4,49,"-284.237793,169.153870,3.208324,9.347269,-10.504806,10.163743,-4.451677,21.320105,1.020322,0.082478,-0.918456,-0.801105,3.474929,4.175389,0.171397,-2.524170,-1.248834,-2.748682,-2.219550,-8.577460",0.385
colecharisma_stouffers_dl.mp4,50,"-337.461945,142.875824,24.927395,26.995407,15.352825,18.538328,3.548675,5.983720,1.164205,2.684494,2.073827,1.473325,0.484365,1.320952,4.756753,2.150146,0.410963,1.161020,2.298543,-5.111653",0.385
colecharisma_stouffers_dl.mp4,51,"-298.262146,149.619781,12.898035,35.721920,-3.977253,22.885408,-11.732163,4.958837,-6.440886,-1.389908,2.942907,2.893759,-6.104644,9.594205,1.240551,-6.184351,2.557946,-1.497471,-0.181891,-7.644182",0.385
colecharisma_stouffers_dl.mp4,52,"-250.059891,164.336380,-26.029968,0.314409,4.429216,6.936918,-22.746542,12.337256,4.226110,-6.882869,1.093819,6.879522,2.523842,-2.328418,-2.998312,-0.948715,-1.524640,-3.874402,-0.461185,-9.789865",0.385
colecharisma_stouffers_dl.mp4,53,"-301.260254,164.185867,-9.272264,25.659430,13.580402,24.850998,-22.557505,9.626577,-5.976383,0.217500,-8.440208,4.780641,-7.649093,0.164036,-3.943046,-8.542822,0.573625,-1.220857,3.532416,-11.509830",0.385
colecharisma_stouffers_dl.mp4,54,"-318.786652,172.879166,18.849379,37.339661,7.649806,29.878538,-7.298759,10.999847,2.384231,-0.505386,-1.172753,3.677773,0.676166,5.884264,1.360035,2.192307,3.975615,0.491331,1.568714,-2.470610",0.385
colecharisma_stouffers_dl.mp4,55,"-324.181183,142.520050,28.401022,43.951080,-13.831778,41.159645,-1.580854,10.730137,-5.929901,14.111380,-2.833089,9.851264,4.898707,8.091305,5.890191,7.502352,5.182984,1.403422,-1.417554,-0.317719",0.385
colecharisma_stouffers_dl.mp4,56,"-375.933807,173.884232,19.195755,36.372425,-3.057412,35.201290,-12.356651,3.776504,-1.941485,3.014496,-4.340048,5.064030,2.046709,2.251669,-1.475633,2.490215,4.715769,-2.298723,0.596513,-4.085909",0.385
colecharisma_stouffers_dl.mp4,57,"-407.345490,153.041138,23.088039,38.794922,-5.216164,27.623640,-7.084035,10.889305,-1.195029,9.567990,-5.557778,-1.252224,-2.031943,1.783782,-2.994291,-0.062186,0.270317,-3.687965,0.940982,-3.654998",0.385
scottkress_247_dl.mp4,0,"-233.703522,104.128899,-64.148521,21.433926,-26.947714,5.511209,-16.042618,-7.643565,-15.501718,-3.825865,-8.847277,-12.704598,-9.477730,-8.435726,-6.336276,-2.110183,-14.963617,-13.033608,4.208142,-15.811946",0.27
scottkress_247_dl.mp4,1,"-242.133469,101.398766,-69.254196,32.984123,-42.105518,10.156222,-33.130253,2.237726,-8.066499,-5.601919,-10.986076,-3.812320,-10.077785,-7.762087,-4.799145,-0.159383,-7.623050,-6.786880,4.855960,-14.002781",0.27
scottkress_247_dl.mp4,2,"-268.535522,145.591858,-48.952057,22.445602,-35.274307,-9.057926,-20.186403,8.877590,-1.263723,-1.695367,-10.459051,-6.488250,3.589900,-3.587332,-7.027128,4.371081,-4.712424,-9.272607,5.336003,-6.767471",0.27
scottkress_247_dl.mp4,3,"-192.720901,145.552200,-39.867046,67.306564,1.172083,-1.952186,-51.396507,12.876570,-2.689667,-6.301725,-11.326592,-19.146288,-25.749184,-4.029342,-1.577790,-4.933890,3.821830,-2.051279,-1.506086,-7.746424",0.27
scottkress_247_dl.mp4,4,"-308.390656,126.625450,-32.134930,44.755291,8.639929,6.565315,-26.366283,10.017831,-2.017339,-4.339263,-4.383729,-9.819062,-14.845769,-4.616580,-5.586589,-3.898503,2.335582,-7.482800,-4.025508,-3.690913",0.27
scottkress_247_dl.mp4,5,"-264.211151,135.037384,-60.021893,28.298637,-23.786863,10.977207,-13.632276,7.851262,-11.452411,2.386983,-7.731830,-4.545668,-1.447912,-2.315078,-6.312622,-2.600269,-4.667016,-7.809304,4.057224,-13.098084",0.27
scottkress_247_dl.mp4,6,"-304.522614,129.199585,-45.476715,71.937683,5.967745,11.752010,-25.694391,14.365491,-0.350477,0.163063,-17.313843,-9.304684,-13.499708,1.233209,0.750732,-0.171442,0.306640,-5.960397,8.110233,-9.313132",0.27
scottkress_247_dl.mp4,7,"-360.166809,146.259430,-4.994592,54.642498,10.560235,2.500328,-14.183883,17.937927,0.902210,-8.674104,-14.934957,-9.864408,-14.571177,3.271527,3.092354,1.446122,2.950267,-3.056244,-0.144827,-8.128406",0.27
scottkress_247_dl.mp4,8,"-343.076874,145.066803,-3.175071,60.378689,9.724860,-1.294598,-17.414541,19.066584,1.036318,-8.651463,-17.813007,-7.425576,-17.727821,1.986843,2.736132,0.396613,4.308541,-2.388720,-1.908391,-10.500811",0.27
scottkress_247_dl.mp4,9,"-358.802277,143.265427,-14.400653,50.811283,10.580420,17.223806,-29.672680,24.546602,-3.555387,-9.648649,-17.629747,-12.550525,-11.786675,9.817235,5.112281,1.662644,2.054921,-7.303132,3.582563,-11.828706",0.27
scottkress_247_dl.mp4,10,"-252.736649,139.458466,-23.652363,60.174900,11.358479,5.635016,-43.444092,14.095802,-1.665917,-7.791999,-9.794674,-16.530436,-24.463034,-1.296837,0.137291,-6.074533,3.840105,-2.229053,-1.770962,-4.989558",0.27
scottkress_247_dl.mp4,11,"-203.610657,118.872231,-44.905975,58.209946,-11.542115,18.418221,-25.066496,5.588391,-15.019036,-13.690256,-12.396011,-17.339157,-21.185575,-14.657024,-2.972000,4.625240,1.580881,-1.185192,3.071825,-10.294558",0.27
scottkress_247_dl.mp4,12,"-256.310577,98.247925,-47.679474,32.643787,-37.447514,7.088203,-9.158454,-7.572602,-24.600620,-15.282576,-21.517660,-12.711653,-4.872795,-2.592159,-3.229866,2.083524,-2.367306,-5.603309,-2.720965,-18.877974",0.27
scottkress_247_dl.mp4,13,"-310.400696,101.459511,-31.740114,13.051695,-53.595215,-21.786470,-17.087915,14.350321,-15.657935,-11.979975,-22.451889,-7.794051,6.046406,-0.138443,-2.739269,0.741783,-9.194292,-1.403176,2.260395,-22.225292",0.27
scottkress_247_dl.mp4,14,"-283.664154,107.219269,-57.812214,10.957191,-45.717663,4.566776,-9.140873,20.644020,-10.741271,4.622568,-16.411819,5.565266,2.400858,-0.107315,-6.521034,-2.003619,-9.286103,-12.313679,11.384556,-12.785774",0.27
scottkress_doordash_dl.mp4,0,"-242.577805,153.715790,-14.312876,11.218893,-45.591156,-12.566946,-0.925040,-13.798322,-30.404980,6.575828,3.454839,-16.215992,-14.503749,5.504385,-4.437259,-19.884102,-13.746456,0.775906,1.726398,-12.832522",0.343
scottkress_doordash_dl.mp4,1,"-240.462982,144.888611,-32.993210,17.768448,-31.062786,-1.164631,-10.315586,-10.887802,-9.852978,-11.578688,-10.036513,-8.194544,2.510396,-2.832003,-8.474335,-4.574495,-5.071133,-0.523514,-6.582757,-10.634467",0.343
scottkress_doordash_dl.mp4,2,"-192.946121,125.825668,-38.823784,2.914407,-47.806164,-4.327643,-26.291891,-17.101130,-13.108595,-10.491976,-5.577555,-3.734107,-10.347693,1.777998,-15.822477,-11.025293,-5.617829,-4.321019,-1.410209,-16.538439",0.343
scottkress_doordash_dl.mp4,3,"-276.886078,118.747101,-65.601944,11.912089,-28.468529,-1.873766,-14.631341,-7.657596,-22.373686,-22.113379,-0.276866,-5.092641,-3.959551,-5.635854,-13.049758,-8.552359,-5.929286,-5.336776,-6.925650,-9.711480",0.343
scottkress_doordash_dl.mp4,4,"-286.323517,136.577377,-69.806000,17.478212,-13.605742,5.418090,-12.745872,-15.870142,-18.465509,-16.157246,-3.291005,3.943113,0.794224,-12.931855,-15.824745,-1.323581,-1.708456,-11.423068,-5.553294,-6.234588",0.343
scottkress_doordash_dl.mp4,5,"-215.764801,151.419952,-27.625608,4.112407,-32.216705,4.120067,-3.995815,-11.034465,-21.422998,2.566509,-2.922471,-11.332210,-2.421518,-4.169641,-12.188435,-10.072041,-8.032403,-5.066094,-1.585983,-7.145104",0.343
scottkress_doordash_dl.mp4,6,"-325.643036,106.527534,-58.919266,27.839586,-21.585152,23.314728,-16.363714,-15.025528,-27.331684,-12.523787,-10.522045,-4.611653,-5.150758,-3.506367,-13.276045,-5.099336,-2.867043,-4.363308,-4.037664,-12.982949",0.343
scottkress_doordash_dl.mp4,7,"-319.906738,143.557220,-61.204006,5.329133,-26.164806,10.588561,-15.228076,-16.166309,-27.076370,-17.964788,2.611072,-2.264056,-4.468739,2.135798,-14.732064,-6.231112,1.069149,-4.886456,-6.892129,-9.293210",0.343
scottkress_doordash_dl.mp4,8,"-343.091705,133.329102,-43.774281,10.967333,-5.614482,32.566528,-12.383143,-21.505684,-29.695374,-17.073111,-7.703328,1.611420,-4.615811,-7.687473,-14.705057,-3.783046,3.572079,-6.281183,-5.565323,-4.881161",0.343
scottkress_doordash_dl.mp4,9,"-325.462219,143.380768,-49.370331,0.128049,-22.303528,1.602053,-4.399063,-10.937989,-25.549955,-20.699278,-0.889475,-4.209131,-0.771002,-3.404328,-8.022567,0.587406,-5.220421,-6.114009,-3.062120,-9.009942",0.343
scottkress_doordash_dl.mp4,10,"-355.813293,126.443459,-47.873928,2.698796,-34.501575,3.383828,-3.865947,-11.324698,-18.886488,-7.720414,-3.310208,-4.565840,-1.361979,4.374504,-1.915273,-4.184912,-3.364904,-2.745073,-3.122184,-10.475801",0.343
scottkress_doordash_dl.mp4,11,"-237.821655,130.334335,-45.281364,15.633148,-14.899774,3.917363,-2.372687,-24.049223,-25.687412,0.003829,5.986777,-25.448868,-12.520171,1.733664,-18.129158,-17.047670,-7.425980,-2.101787,-12.377161,-11.592085",0.343
scottkress_doordash_dl.mp4,12,"-241.092117,163.906891,-28.399597,2.031470,-38.984940,8.141700,-8.580300,-22.342865,-18.173208,0.292156,-6.371745,-21.935841,-7.397065,4.886017,-15.882768,-9.795187,-3.929880,-4.162228,-4.934155,-9.085252",0.343
scottkress_doordash_dl.mp4,13,"-302.770935,106.464645,-65.816826,27.190018,-16.126080,24.674559,-13.006175,-16.300890,-22.923967,-14.741396,-7.327174,-4.902922,-7.994021,-3.142070,-9.322143,-5.272427,-5.276884,-7.297659,-7.634510,-16.049616",0.343
scottkress_doordash_dl.mp4,14,"-256.520416,111.892357,-39.942799,12.581460,-9.213656,5.107085,-5.594111,-17.965813,-25.605450,-10.983336,0.825513,-12.831290,-9.193342,-3.919151,-5.405604,-10.133590,-11.541067,-3.847089,-5.029783,-9.632656",0.343
scottkress_doordash_dl.mp4,15,"-216.406693,98.536293,-58.444923,22.574623,-12.649957,16.024088,-25.643181,-23.039230,-30.694574,-2.900227,2.067151,-20.328285,-4.497943,-5.141914,-11.636331,-17.268236,-9.449785,-8.633287,-14.537421,-4.172458",0.343
scottkress_doordash_dl.mp4,16,"-202.241760,118.711456,-51.217045,26.872837,-3.846203,15.273276,-13.357893,-9.054402,-19.331079,-6.077467,-1.374215,-11.376930,-1.474514,-3.462202,-3.947476,-2.599568,-3.316074,-8.045922,-7.457933,-9.822400",0.343
scottkress_doordash_dl.mp4,17,"-189.640991,153.556534,-53.820721,25.391376,1.206239,1.429017,-9.282379,-3.056473,-18.143311,3.191278,4.500185,-1.111706,5.400747,2.570134,-5.011829,-9.930348,-1.880275,-2.306250,2.737485,-5.896641",0.343
scottkress_doordash_dl.mp4,18,"-187.790009,154.978638,-53.055042,24.129068,0.157422,13.990479,-20.026232,-4.860807,-16.514660,4.049827,1.939014,-1.337337,-1.686264,-2.751575,0.639590,-4.026446,1.993600,-8.445433,-0.432460,-5.628478",0.343
scottkress_doordash_dl.mp4,19,"-320.062286,139.432571,-37.192585,13.312339,-9.604756,16.484083,-4.784212,11.852227,-19.985008,-11.769050,3.559700,7.460463,2.533960,-5.169043,-1.125190,3.636966,1.373498,-6.098833,4.802922,-4.499181",0.343
scottkress_doordash_dl.mp4,20,"-323.714386,160.954163,-47.457150,15.345244,2.355238,-0.630136,-8.626077,0.108658,-14.412919,-2.410397,4.470409,10.903757,11.665997,-1.129143,-1.740524,4.746153,-1.970317,-4.994520,5.701392,-4.722011",0.343
scottkress_doordash_dl.mp4,21,"-351.476074,132.503159,-43.900753,34.642303,8.631966,30.996357,-10.839405,-0.935485,-23.959183,2.772523,-7.400200,-2.303883,1.489518,-3.618659,-2.041436,3.295028,9.654012,-10.726660,-0.204717,-0.917628",0.343
scottkress_doordash_dl.mp4,22,"-225.763855,126.676537,-29.019497,8.399684,-19.626606,6.744305,-13.830356,0.079469,-16.982569,-1.079262,-3.183981,-2.403701,-0.085290,-6.658612,-4.311544,-6.731277,-4.590402,-6.814181,0.870006,-10.833117",0.343
scottkress_doordash_dl.mp4,23,"-176.051651,136.866943,-50.901093,30.420891,-13.389573,13.779586,-22.198009,-11.934011,-17.337214,-5.727837,4.074158,-10.917270,-4.775598,-10.299479,-11.756042,-11.645037,-5.398760,-4.891023,-10.421468,-11.322445",0.343
scottkress_doordash_dl.mp4,24,"-284.103516,158.676788,-66.737335,-3.131330,-12.208016,6.689274,-6.266912,18.611174,-14.748425,-7.558120,5.047613,0.081964,4.492216,-1.547323,-8.110078,1.285159,1.414534,-5.791826,4.880206,-7.491210",0.343
scottkress_doordash_dl.mp4,25,"-345.364899,137.556259,-43.199169,16.621134,-5.949567,15.599922,-7.912161,3.231365,-20.385317,-6.994305,-2.802394,1.571874,-0.104298,-7.732853,-1.678617,-2.145698,-0.665206,-4.591295,3.202278,-3.584221",0.343
scottkress_doordash_dl.mp4,26,"-369.259735,158.073914,-38.645149,17.882162,-7.079028,0.431303,-6.221239,-1.290679,-17.616121,-3.136837,2.874625,2.907452,3.338142,3.026263,1.372981,-2.293107,0.384871,-3.139753,2.001477,-8.138988",0.343
scottkress_doordash_dl.mp4,27,"-390.766510,170.323853,-32.052017,15.376041,-2.468943,9.488653,-7.190525,4.539110,-25.628597,-9.769989,9.212058,1.468078,-2.432364,0.529709,1.006232,1.954599,0.932593,-6.666726,1.325600,-2.589242",0.343
scottkress_doordash_dl.mp4,28,"-180.757797,128.988449,-37.259239,25.132795,-9.134241,10.463850,-31.842463,-22.439146,-6.760349,-11.022546,-13.567544,-3.185598,-2.307669,-13.329967,-11.151964,-5.995902,-10.566898,-5.663899,0.665040,-15.673018",0.343
scottkress_doordash_dl.mp4,29,"-208.908691,115.851952,-90.257904,25.775713,-8.749259,-1.770458,-26.025892,-15.417402,-10.146997,-4.889470,-7.186741,-6.998474,-5.787772,-3.381320,-11.937264,-4.225154,-0.697147,-12.256485,4.009844,-14.492300",0.343
scottkress_doordash_dl.mp4,30,"-270.162231,108.719658,-93.514069,31.014194,-7.828697,13.505487,-18.269970,-12.035847,-19.963560,-7.306642,-5.385619,-10.690238,-10.267969,-2.498842,-14.257729,-6.195662,2.888561,-12.933398,3.605166,-13.831459",0.343
scottkress_doordash_dl.mp4,31,"-295.131073,136.576584,-95.419891,12.284388,-15.984774,12.581444,-15.838537,-5.657848,-25.806223,-15.020538,2.152949,-8.846819,-13.561443,-1.324452,-9.986650,-2.674018,1.271395,-11.082505,10.270284,-6.276289",0.343
scottkress_doordash_dl.mp4,32,"-299.343567,119.764618,-67.883469,28.772657,-0.959293,7.415553,-22.382553,-26.091499,-10.681806,-3.528678,-7.565219,-3.978436,-8.152157,-0.379895,-6.716047,-2.498752,0.813201,-13.350726,0.993512,-6.511527",0.343
scottkress_doordash_dl.mp4,33,"-208.583038,113.874138,-45.990364,18.525621,-31.530279,0.907429,-18.033237,-10.967018,-10.009033,-8.673015,-5.400043,-7.136463,-3.538902,-5.707821,-9.082092,-7.109785,0.452679,-0.166543,-6.950371,-4.347724",0.343
scottkress_doordash_dl.mp4,34,"-210.334885,100.697334,-59.743736,21.481094,-21.330315,0.926935,-19.263998,-9.116997,-19.805502,-7.712197,-0.339291,-5.876982,-10.263274,-4.058452,-12.554780,-5.687307,2.963169,-11.957954,-2.015051,-5.758003",0.343
scottkress_doordash_dl.mp4,35,"-244.739365,109.106735,-92.978592,33.594494,-23.843769,4.958789,-18.675486,-15.213354,-16.139486,-7.766146,-23.307789,-6.992501,-9.345114,-2.522977,-7.102538,-1.475160,3.045560,-15.040672,6.694824,-5.641093",0.343
scottkress_doordash_dl.mp4,36,"-199.977982,98.093063,-73.265701,17.214005,-17.103699,-0.298085,-15.968259,-24.360571,-16.123177,-8.566339,-7.968991,-10.383247,-9.295865,0.838853,-12.087939,-6.541215,-0.056429,-10.617736,1.252484,-8.298785",0.343
